Exchange Date,Bid,Ask,High,Low,Open,Refresh Rate,BidNet,UK Pound Sterling/US Dollar FX Spot Rate | Price History                                          26-Jan-2022 16:32
03-Sep-2013,1.5557,1.5563,1.5600,1.5520,1.5544,79583,+0.0013,
02-Sep-2013,1.5544,1.5547,1.5592,1.5504,1.5510,66955,+0.0036,
30-Aug-2013,1.5508,1.5511,1.5527,1.5460,1.5503,70157,+0.0005,
29-Aug-2013,1.5503,1.5505,1.5548,1.5481,1.5524,85604,-0.0021,
28-Aug-2013,1.5524,1.5528,1.5551,1.5426,1.5545,101519,-0.0021,
27-Aug-2013,1.5545,1.5548,1.5591,1.5480,1.5574,93606,-0.0029,
26-Aug-2013,1.5574,1.5578,1.5611,1.5555,1.5573,71153,+0.0007,
23-Aug-2013,1.5567,1.5569,1.5636,1.5537,1.5587,102498,-0.0019,
22-Aug-2013,1.5586,1.5590,1.5664,1.5561,1.5656,106667,-0.0072,
21-Aug-2013,1.5658,1.5661,1.5716,1.5635,1.5665,103575,-0.0007,
20-Aug-2013,1.5665,1.5668,1.5695,1.5626,1.5646,85500,+0.0018,
19-Aug-2013,1.5647,1.5651,1.5673,1.5607,1.5617,76080,+0.0020,
16-Aug-2013,1.5627,1.5632,1.5656,1.5606,1.5643,88700,-0.0013,
15-Aug-2013,1.5640,1.5643,1.5651,1.5494,1.5499,94425,+0.0142,
14-Aug-2013,1.5498,1.5503,1.5546,1.5421,1.5447,99051,+0.0051,
13-Aug-2013,1.5447,1.5450,1.5507,1.5425,1.5462,92685,-0.0015,
12-Aug-2013,1.5462,1.5465,1.5521,1.5456,1.5501,79587,-0.0036,
09-Aug-2013,1.5498,1.5502,1.5558,1.5496,1.5536,86433,-0.0039,
08-Aug-2013,1.5537,1.5540,1.5573,1.5483,1.5487,93973,+0.0050,
07-Aug-2013,1.5487,1.5490,1.5530,1.5205,1.5347,100637,+0.0140,
06-Aug-2013,1.5347,1.5349,1.5392,1.5330,1.5357,101512,-0.0010,
05-Aug-2013,1.5357,1.5360,1.5378,1.5263,1.5286,92607,+0.0070,
02-Aug-2013,1.5287,1.5291,1.5308,1.5101,1.5119,97983,+0.0169,
01-Aug-2013,1.5118,1.5123,1.5242,1.5108,1.5208,102613,-0.0088,
31-Jul-2013,1.5206,1.5210,1.5253,1.5125,1.5236,100713,-0.0030,
30-Jul-2013,1.5236,1.5238,1.5353,1.5222,1.5338,107708,-0.0100,
29-Jul-2013,1.5336,1.5341,1.5413,1.5327,1.5377,88313,-0.0043,
26-Jul-2013,1.5379,1.5384,1.5417,1.5354,1.5390,91711,-0.0011,
25-Jul-2013,1.5390,1.5393,1.5433,1.5265,1.5315,93568,+0.0077,
24-Jul-2013,1.5313,1.5318,1.5389,1.5287,1.5369,106203,-0.0054,
23-Jul-2013,1.5367,1.5371,1.5391,1.5325,1.5357,100445,+0.0008,
22-Jul-2013,1.5359,1.5362,1.5384,1.5256,1.5264,78891,+0.0093,
19-Jul-2013,1.5266,1.5270,1.5280,1.5195,1.5224,98719,+0.0038,
18-Jul-2013,1.5228,1.5231,1.5242,1.5156,1.5212,101552,+0.0016,
17-Jul-2013,1.5212,1.5215,1.5267,1.5078,1.5159,94023,+0.0053,
16-Jul-2013,1.5159,1.5163,1.5168,1.5042,1.5100,98184,+0.0061,
15-Jul-2013,1.5098,1.5101,1.5126,1.5026,1.5105,89911,-0.0007,
12-Jul-2013,1.5105,1.5110,1.5187,1.5074,1.5181,101094,-0.0078,
11-Jul-2013,1.5183,1.5186,1.5222,1.4997,1.5012,108429,+0.0173,
10-Jul-2013,1.5010,1.5012,1.5012,1.4843,1.4864,116623,+0.0145,
09-Jul-2013,1.4865,1.4868,1.4980,1.4812,1.4948,101769,-0.0085,
08-Jul-2013,1.4950,1.4953,1.4966,1.4857,1.4900,79541,+0.0063,
05-Jul-2013,1.4887,1.4891,1.5080,1.4856,1.5071,105893,-0.0183,
04-Jul-2013,1.5070,1.5074,1.5285,1.5054,1.5280,112313,-0.0208,
03-Jul-2013,1.5278,1.5281,1.5302,1.5128,1.5153,103661,+0.0125,
02-Jul-2013,1.5153,1.5156,1.5238,1.5135,1.5216,104632,-0.0063,
01-Jul-2013,1.5216,1.5218,1.5248,1.5181,1.5199,91103,+0.0006,
28-Jun-2013,1.5210,1.5214,1.5279,1.5163,1.5257,110247,-0.0047,
27-Jun-2013,1.5257,1.5260,1.5346,1.5200,1.5311,108745,-0.0056,
26-Jun-2013,1.5313,1.5317,1.5440,1.5295,1.5421,111265,-0.0109,
25-Jun-2013,1.5422,1.5425,1.5476,1.5395,1.5432,111496,-0.0009,
24-Jun-2013,1.5431,1.5436,1.5465,1.5342,1.5399,123515,+0.0015,
21-Jun-2013,1.5416,1.5421,1.5529,1.5366,1.5507,112880,-0.0092,
20-Jun-2013,1.5508,1.5510,1.5517,1.5413,1.5482,122048,+0.0024,
19-Jun-2013,1.5484,1.5488,1.5676,1.5449,1.5639,127688,-0.0158,
18-Jun-2013,1.5642,1.5645,1.5723,1.5563,1.5720,110533,-0.0076,
17-Jun-2013,1.5718,1.5724,1.5751,1.5680,1.5710,81161,+0.0015,
14-Jun-2013,1.5703,1.5707,1.5725,1.5613,1.5717,100289,-0.0015,
13-Jun-2013,1.5718,1.5721,1.5734,1.5642,1.5680,107052,+0.0041,
12-Jun-2013,1.5677,1.5681,1.5699,1.5632,1.5644,102617,+0.0031,
11-Jun-2013,1.5646,1.5651,1.5653,1.5519,1.5571,124683,+0.0075,
10-Jun-2013,1.5571,1.5573,1.5586,1.5493,1.5523,112583,+0.0014,
07-Jun-2013,1.5557,1.5560,1.5617,1.5486,1.5599,121426,-0.0044,
06-Jun-2013,1.5601,1.5604,1.5683,1.5380,1.5403,108229,+0.0198,
05-Jun-2013,1.5403,1.5408,1.5408,1.5290,1.5312,103077,+0.0091,
04-Jun-2013,1.5312,1.5315,1.5342,1.5271,1.5320,104177,-0.0008,
03-Jun-2013,1.5320,1.5323,1.5374,1.5187,1.5190,97078,+0.0122,
31-May-2013,1.5198,1.5201,1.5239,1.5138,1.5229,106615,-0.0033,
30-May-2013,1.5231,1.5235,1.5237,1.5109,1.5128,119489,+0.0101,
29-May-2013,1.5130,1.5133,1.5145,1.5006,1.5040,125320,+0.0090,
28-May-2013,1.5040,1.5043,1.5133,1.5024,1.5101,111554,-0.0061,
27-May-2013,1.5101,1.5104,1.5156,1.5085,1.5124,89570,-0.0024,
24-May-2013,1.5125,1.5128,1.5142,1.5063,1.5105,99661,+0.0018,
23-May-2013,1.5107,1.5109,1.5128,1.5012,1.5047,99508,+0.0060,
22-May-2013,1.5047,1.5050,1.5172,1.5018,1.5152,101774,-0.0107,
21-May-2013,1.5154,1.5157,1.5276,1.5110,1.5254,93475,-0.0100,
20-May-2013,1.5254,1.5256,1.5280,1.5156,1.5172,76851,+0.0085,
17-May-2013,1.5169,1.5172,1.5281,1.5156,1.5269,78599,-0.0099,
16-May-2013,1.5268,1.5273,1.5322,1.5196,1.5234,90273,+0.0035,
15-May-2013,1.5233,1.5237,1.5271,1.5172,1.5208,103811,+0.0023,
14-May-2013,1.5210,1.5213,1.5330,1.5205,1.5297,101002,-0.0087,
13-May-2013,1.5297,1.5300,1.5384,1.5276,1.5340,85347,-0.0066,
10-May-2013,1.5363,1.5366,1.5457,1.5312,1.5448,87186,-0.0085,
09-May-2013,1.5448,1.5450,1.5586,1.5423,1.5534,92176,-0.0083,
08-May-2013,1.5531,1.5537,1.5591,1.5469,1.5483,93629,+0.0047,
07-May-2013,1.5484,1.5487,1.5550,1.5446,1.5541,83538,-0.0057,
06-May-2013,1.5541,1.5544,1.5598,1.5519,1.5570,81752,-0.0030,
03-May-2013,1.5571,1.5574,1.5601,1.5480,1.5533,84264,+0.0038,
02-May-2013,1.5533,1.5538,1.5590,1.5495,1.5552,86911,-0.0019,
01-May-2013,1.5552,1.5558,1.5604,1.5524,1.5532,70370,+0.0021,
30-Apr-2013,1.5531,1.5535,1.5566,1.5468,1.5498,81301,+0.0032,
29-Apr-2013,1.5499,1.5503,1.5546,1.5474,1.5483,92170,+0.0021,
26-Apr-2013,1.5478,1.5481,1.5497,1.5417,1.5431,88038,+0.0046,
25-Apr-2013,1.5432,1.5435,1.5480,1.5262,1.5265,104400,+0.0165,
24-Apr-2013,1.5267,1.5269,1.5287,1.5224,1.5237,99112,+0.0030,
23-Apr-2013,1.5237,1.5239,1.5297,1.5196,1.5291,84489,-0.0055,
22-Apr-2013,1.5292,1.5294,1.5292,1.5203,1.5232,77655,+0.0062,
19-Apr-2013,1.5230,1.5233,1.5367,1.5222,1.5279,96110,-0.0049,
18-Apr-2013,1.5279,1.5281,1.5312,1.5216,1.5236,101589,+0.0043,
17-Apr-2013,1.5236,1.5241,1.5375,1.5215,1.5360,102308,-0.0124,
16-Apr-2013,1.5360,1.5364,1.5379,1.5271,1.5284,108296,+0.0077,
15-Apr-2013,1.5283,1.5287,1.5384,1.5268,1.5345,84579,-0.0058,
12-Apr-2013,1.5341,1.5344,1.5409,1.5338,1.5384,87963,-0.0041,
11-Apr-2013,1.5382,1.5386,1.5411,1.5316,1.5331,94966,+0.0053,
10-Apr-2013,1.5329,1.5333,1.5343,1.5291,1.5321,93269,+0.0008,
09-Apr-2013,1.5321,1.5324,1.5341,1.5247,1.5256,91238,+0.0069,
08-Apr-2013,1.5252,1.5257,1.5350,1.5237,1.5304,83582,-0.0081,
05-Apr-2013,1.5333,1.5337,1.5362,1.5197,1.5234,83845,+0.0100,
04-Apr-2013,1.5233,1.5237,1.5245,1.5032,1.5127,90613,+0.0106,
03-Apr-2013,1.5127,1.5128,1.5158,1.5073,1.5102,74464,+0.0025,
02-Apr-2013,1.5102,1.5106,1.5258,1.5097,1.5227,77782,-0.0125,
01-Apr-2013,1.5227,1.5231,1.5241,1.5176,1.5205,34275,+0.0026,
29-Mar-2013,1.5201,1.5204,1.5218,1.5175,1.5192,28874,+0.0009,
28-Mar-2013,1.5192,1.5195,1.5201,1.5111,1.5128,83745,+0.0062,
27-Mar-2013,1.5130,1.5133,1.5181,1.5092,1.5157,86778,-0.0029,
26-Mar-2013,1.5159,1.5160,1.5207,1.5133,1.5174,87309,-0.0014,
25-Mar-2013,1.5173,1.5176,1.5267,1.5141,1.5230,77112,-0.0056,
22-Mar-2013,1.5229,1.5232,1.5247,1.5164,1.5170,87188,+0.0058,
21-Mar-2013,1.5171,1.5175,1.5209,1.5086,1.5097,76220,+0.0076,
20-Mar-2013,1.5095,1.5100,1.5185,1.5025,1.5098,81990,-0.0002,
19-Mar-2013,1.5097,1.5102,1.5144,1.5070,1.5104,92928,-0.0007,
18-Mar-2013,1.5104,1.5108,1.5143,1.5071,1.5112,85295,-0.0009,
15-Mar-2013,1.5113,1.5119,1.5176,1.5066,1.5081,69413,+0.0033,
14-Mar-2013,1.5080,1.5084,1.5118,1.4909,1.4920,90135,+0.0160,
13-Mar-2013,1.4920,1.4924,1.4981,1.4890,1.4900,91765,+0.0018,
12-Mar-2013,1.4902,1.4906,1.4919,1.4829,1.4915,80037,-0.0010,
11-Mar-2013,1.4912,1.4916,1.4943,1.4863,1.4915,70978,-0.0003,
08-Mar-2013,1.4915,1.4920,1.5047,1.4885,1.5012,80047,-0.0097,
07-Mar-2013,1.5012,1.5016,1.5080,1.4965,1.5016,84170,-0.0004,
06-Mar-2013,1.5016,1.5020,1.5153,1.5014,1.5125,80315,-0.0109,
05-Mar-2013,1.5125,1.5128,1.5199,1.5092,1.5114,89509,+0.0011,
04-Mar-2013,1.5114,1.5116,1.5116,1.4998,1.5030,85291,+0.0078,
01-Mar-2013,1.5036,1.5041,1.5185,1.4984,1.5160,91428,-0.0124,
28-Feb-2013,1.5160,1.5164,1.5219,1.5147,1.5156,99413,+0.0003,
27-Feb-2013,1.5157,1.5162,1.5187,1.5078,1.5123,98469,+0.0034,
26-Feb-2013,1.5123,1.5125,1.5218,1.5112,1.5161,94625,-0.0037,
25-Feb-2013,1.5160,1.5165,1.5199,1.5070,1.5133,105193,0.0000,
22-Feb-2013,1.5160,1.5165,1.5319,1.5160,1.5253,87134,-0.0093,
21-Feb-2013,1.5253,1.5255,1.5273,1.5134,1.5232,82573,+0.0020,
20-Feb-2013,1.5233,1.5235,1.5450,1.5191,1.5423,84468,-0.0189,
19-Feb-2013,1.5422,1.5426,1.5503,1.5413,1.5464,78769,-0.0042,
18-Feb-2013,1.5464,1.5468,1.5518,1.5436,1.5517,69456,-0.0052,
15-Feb-2013,1.5516,1.5520,1.5549,1.5461,1.5494,72979,+0.0023,
14-Feb-2013,1.5493,1.5496,1.5542,1.5472,1.5541,88725,-0.0048,
13-Feb-2013,1.5541,1.5545,1.5688,1.5521,1.5663,91708,-0.0121,
12-Feb-2013,1.5662,1.5664,1.5670,1.5571,1.5656,83316,+0.0005,
11-Feb-2013,1.5657,1.5661,1.5810,1.5650,1.5791,68106,-0.0139,
08-Feb-2013,1.5796,1.5801,1.5844,1.5703,1.5715,81289,+0.0081,
07-Feb-2013,1.5715,1.5717,1.5767,1.5643,1.5658,92942,+0.0055,
06-Feb-2013,1.5660,1.5664,1.5678,1.5629,1.5658,80008,+0.0004,
05-Feb-2013,1.5656,1.5661,1.5804,1.5628,1.5757,73697,-0.0104,
04-Feb-2013,1.5760,1.5764,1.5772,1.5681,1.5692,65784,+0.0070,
01-Feb-2013,1.5690,1.5695,1.5878,1.5688,1.5856,84249,-0.0164,
31-Jan-2013,1.5854,1.5859,1.5875,1.5773,1.5798,82588,+0.0054,
30-Jan-2013,1.5800,1.5803,1.5816,1.5724,1.5762,91609,+0.0038,
29-Jan-2013,1.5762,1.5764,1.5772,1.5683,1.5693,87831,+0.0068,
28-Jan-2013,1.5694,1.5696,1.5800,1.5673,1.5800,67587,-0.0107,
25-Jan-2013,1.5801,1.5805,1.5826,1.5746,1.5789,69082,+0.0013,
24-Jan-2013,1.5788,1.5790,1.5850,1.5753,1.5845,75068,-0.0056,
23-Jan-2013,1.5844,1.5848,1.5892,1.5800,1.5836,78410,+0.0007,
22-Jan-2013,1.5837,1.5843,1.5883,1.5808,1.5828,90808,+0.0009,
21-Jan-2013,1.5828,1.5832,1.5893,1.5804,1.5871,75157,-0.0038,
18-Jan-2013,1.5866,1.5870,1.6007,1.5852,1.5992,94415,-0.0125,
17-Jan-2013,1.5991,1.5994,1.6039,1.5954,1.6004,103334,-0.0015,
16-Jan-2013,1.6006,1.6008,1.6080,1.5973,1.6063,105575,-0.0058,
15-Jan-2013,1.6064,1.6068,1.6101,1.6030,1.6078,111231,-0.0012,
14-Jan-2013,1.6076,1.6080,1.6154,1.6030,1.6127,86967,-0.0054,
11-Jan-2013,1.6130,1.6135,1.6177,1.6087,1.6167,76162,-0.0036,
10-Jan-2013,1.6166,1.6169,1.6168,1.6002,1.6021,90661,+0.0145,
09-Jan-2013,1.6021,1.6024,1.6075,1.5990,1.6053,88182,-0.0033,
08-Jan-2013,1.6054,1.6058,1.6128,1.6027,1.6114,75974,-0.0058,
07-Jan-2013,1.6112,1.6116,1.6117,1.6019,1.6072,78260,+0.0041,
04-Jan-2013,1.6071,1.6072,1.6108,1.6008,1.6104,72790,-0.0035,
03-Jan-2013,1.6106,1.6108,1.6256,1.6089,1.6255,73621,-0.0149,
02-Jan-2013,1.6255,1.6257,1.6380,1.6223,1.6247,90432,+0.0012,
01-Jan-2013,1.6243,1.6245,1.6320,1.6231,1.6251,2888,-0.0008,
31-Dec-2012,1.6251,1.6255,1.6273,1.6132,1.6169,65244,+0.0083,
28-Dec-2012,1.6168,1.6173,1.6170,1.6076,1.6097,74595,+0.0071,
27-Dec-2012,1.6097,1.6100,1.6202,1.6064,1.6137,70967,-0.0037,
26-Dec-2012,1.6134,1.6138,1.6170,1.6106,1.6126,53105,+0.0009,
25-Dec-2012,1.6125,1.6130,1.6143,1.6122,1.6122,16607,+0.0004,
24-Dec-2012,1.6121,1.6126,1.6206,1.6099,1.6170,62893,-0.0049,
21-Dec-2012,1.6170,1.6175,1.6283,1.6150,1.6276,70095,-0.0107,
20-Dec-2012,1.6277,1.6282,1.6295,1.6237,1.6246,62421,+0.0033,
19-Dec-2012,1.6244,1.6248,1.6306,1.6241,1.6251,67365,-0.0006,
18-Dec-2012,1.6250,1.6254,1.6269,1.6192,1.6203,65770,+0.0048,
17-Dec-2012,1.6202,1.6206,1.6216,1.6150,1.6184,74358,+0.0037,
14-Dec-2012,1.6165,1.6170,1.6177,1.6102,1.6111,76954,+0.0056,
13-Dec-2012,1.6109,1.6114,1.6152,1.6083,1.6148,83213,-0.0038,
12-Dec-2012,1.6147,1.6151,1.6171,1.6092,1.6114,84472,+0.0033,
11-Dec-2012,1.6114,1.6115,1.6122,1.6067,1.6072,82527,+0.0040,
10-Dec-2012,1.6074,1.6078,1.6096,1.6011,1.6030,74509,+0.0038,
07-Dec-2012,1.6036,1.6041,1.6061,1.6000,1.6049,72360,-0.0012,
06-Dec-2012,1.6048,1.6053,1.6127,1.6037,1.6094,79499,-0.0048,
05-Dec-2012,1.6096,1.6097,1.6118,1.6080,1.6102,84892,-0.0005,
04-Dec-2012,1.6101,1.6102,1.6130,1.6084,1.6090,81245,+0.0013,
03-Dec-2012,1.6088,1.6092,1.6115,1.6001,1.6010,67719,+0.0078,
30-Nov-2012,1.6010,1.6015,1.6062,1.5986,1.6038,85506,-0.0029,
29-Nov-2012,1.6039,1.6043,1.6048,1.5999,1.6012,87489,+0.0027,
28-Nov-2012,1.6012,1.6016,1.6025,1.5960,1.6021,88394,-0.0008,
27-Nov-2012,1.6020,1.6024,1.6056,1.6007,1.6025,92352,-0.0005,
26-Nov-2012,1.6025,1.6029,1.6038,1.5993,1.6030,78736,-0.0005,
23-Nov-2012,1.6030,1.6035,1.6051,1.5923,1.5935,65857,+0.0095,
22-Nov-2012,1.5935,1.5940,1.5978,1.5916,1.5950,85322,-0.0015,
21-Nov-2012,1.5950,1.5954,1.5955,1.5881,1.5926,90666,+0.0024,
20-Nov-2012,1.5926,1.5927,1.5936,1.5889,1.5907,91387,+0.0020,
19-Nov-2012,1.5906,1.5913,1.5922,1.5881,1.5881,76067,+0.0023,
16-Nov-2012,1.5883,1.5889,1.5901,1.5834,1.5865,80380,+0.0018,
15-Nov-2012,1.5865,1.5869,1.5879,1.5826,1.5840,90708,+0.0026,
14-Nov-2012,1.5839,1.5843,1.5901,1.5836,1.5868,92234,-0.0030,
13-Nov-2012,1.5869,1.5874,1.5915,1.5855,1.5875,86187,-0.0005,
12-Nov-2012,1.5874,1.5878,1.5914,1.5861,1.5895,76170,-0.0019,
09-Nov-2012,1.5893,1.5900,1.6018,1.5887,1.5982,77848,-0.0087,
08-Nov-2012,1.5980,1.5984,1.6004,1.5926,1.5984,94547,-0.0004,
07-Nov-2012,1.5984,1.5988,1.6042,1.5951,1.5997,93632,-0.0011,
06-Nov-2012,1.5995,1.5999,1.6007,1.5963,1.5977,94892,+0.0018,
05-Nov-2012,1.5977,1.5982,1.6039,1.5956,1.6020,95105,-0.0046,
02-Nov-2012,1.6023,1.6027,1.6134,1.6005,1.6129,103613,-0.0107,
01-Nov-2012,1.6130,1.6131,1.6175,1.6117,1.6128,98541,+0.0002,
31-Oct-2012,1.6128,1.6131,1.6138,1.6065,1.6072,110810,+0.0056,
30-Oct-2012,1.6072,1.6077,1.6086,1.6018,1.6032,96590,+0.0042,
29-Oct-2012,1.6030,1.6035,1.6122,1.6004,1.6115,87608,-0.0073,
26-Oct-2012,1.6103,1.6107,1.6140,1.6078,1.6116,98895,-0.0013,
25-Oct-2012,1.6116,1.6120,1.6144,1.6024,1.6036,101708,+0.0080,
24-Oct-2012,1.6036,1.6039,1.6047,1.5933,1.5951,105839,+0.0085,
23-Oct-2012,1.5951,1.5954,1.6024,1.5910,1.6013,100070,-0.0061,
22-Oct-2012,1.6012,1.6017,1.6052,1.5988,1.6005,84146,+0.0009,
19-Oct-2012,1.6003,1.6007,1.6066,1.5995,1.6043,97870,-0.0040,
18-Oct-2012,1.6043,1.6047,1.6170,1.6040,1.6147,101758,-0.0105,
17-Oct-2012,1.6148,1.6149,1.6178,1.6106,1.6109,95264,+0.0038,
16-Oct-2012,1.6110,1.6112,1.6132,1.6058,1.6069,99554,+0.0042,
15-Oct-2012,1.6068,1.6074,1.6081,1.6019,1.6070,92300,-0.0002,
12-Oct-2012,1.6070,1.6074,1.6096,1.6016,1.6043,92791,+0.0026,
11-Oct-2012,1.6044,1.6046,1.6054,1.5982,1.6002,108566,+0.0041,
10-Oct-2012,1.6003,1.6007,1.6034,1.5974,1.6001,96231,+0.0002,
09-Oct-2012,1.6001,1.6005,1.6046,1.5973,1.6026,88246,-0.0025,
08-Oct-2012,1.6026,1.6029,1.6142,1.6018,1.6133,88870,-0.0108,
05-Oct-2012,1.6134,1.6140,1.6217,1.6120,1.6189,108158,-0.0056,
04-Oct-2012,1.6190,1.6192,1.6201,1.6070,1.6075,110573,+0.0116,
03-Oct-2012,1.6074,1.6078,1.6141,1.6064,1.6131,92232,-0.0058,
02-Oct-2012,1.6132,1.6134,1.6187,1.6122,1.6127,103471,+0.0004,
01-Oct-2012,1.6128,1.6134,1.6174,1.6106,1.6160,104277,-0.0036,
28-Sep-2012,1.6164,1.6169,1.6272,1.6112,1.6233,88970,-0.0071,
27-Sep-2012,1.6235,1.6239,1.6243,1.6157,1.6164,75377,+0.0071,
26-Sep-2012,1.6164,1.6168,1.6209,1.6135,1.6186,73850,-0.0022,
25-Sep-2012,1.6186,1.6190,1.6267,1.6180,1.6216,74374,-0.0033,
24-Sep-2012,1.6219,1.6221,1.6248,1.6178,1.6231,62725,-0.0008,
21-Sep-2012,1.6227,1.6230,1.6309,1.6210,1.6213,76598,+0.0013,
20-Sep-2012,1.6214,1.6217,1.6235,1.6161,1.6219,82560,-0.0006,
19-Sep-2012,1.6220,1.6225,1.6270,1.6183,1.6242,78741,-0.0022,
18-Sep-2012,1.6242,1.6246,1.6267,1.6219,1.6248,76638,-0.0004,
17-Sep-2012,1.6246,1.6253,1.6273,1.6208,1.6215,61845,+0.0033,
14-Sep-2012,1.6213,1.6220,1.6256,1.6140,1.6153,72732,+0.0061,
13-Sep-2012,1.6152,1.6158,1.6174,1.6079,1.6106,73763,+0.0046,
12-Sep-2012,1.6106,1.6108,1.6130,1.6061,1.6069,77340,+0.0038,
11-Sep-2012,1.6068,1.6072,1.6083,1.5981,1.5986,71359,+0.0080,
10-Sep-2012,1.5988,1.5991,1.6019,1.5957,1.6003,62601,-0.0017,
07-Sep-2012,1.6005,1.6008,1.6033,1.5920,1.5929,78714,+0.0074,
06-Sep-2012,1.5931,1.5933,1.5941,1.5880,1.5900,67894,+0.0032,
05-Sep-2012,1.5899,1.5905,1.5934,1.5824,1.5868,68152,+0.0031,
04-Sep-2012,1.5868,1.5872,1.5909,1.5856,1.5883,64577,-0.0017,
03-Sep-2012,1.5885,1.5889,1.5898,1.5847,1.5866,51386,+0.0021,
31-Aug-2012,1.5864,1.5869,1.5895,1.5774,1.5783,75694,+0.0080,
30-Aug-2012,1.5784,1.5788,1.5874,1.5769,1.5830,70713,-0.0046,
29-Aug-2012,1.5830,1.5835,1.5854,1.5800,1.5816,65340,+0.0014,
28-Aug-2012,1.5816,1.5821,1.5836,1.5751,1.5794,73389,+0.0024,
27-Aug-2012,1.5792,1.5796,1.5828,1.5788,1.5811,60954,-0.0017,
24-Aug-2012,1.5809,1.5814,1.5869,1.5800,1.5859,68190,-0.0048,
23-Aug-2012,1.5857,1.5861,1.5911,1.5854,1.5880,74447,-0.0023,
22-Aug-2012,1.5880,1.5882,1.5881,1.5765,1.5781,75629,+0.0097,
21-Aug-2012,1.5783,1.5785,1.5803,1.5701,1.5708,67633,+0.0073,
20-Aug-2012,1.5710,1.5712,1.5717,1.5675,1.5694,65605,+0.0012,
17-Aug-2012,1.5698,1.5703,1.5738,1.5669,1.5731,77049,-0.0033,
16-Aug-2012,1.5731,1.5736,1.5744,1.5634,1.5681,82984,+0.0049,
15-Aug-2012,1.5682,1.5686,1.5701,1.5658,1.5675,72295,+0.0007,
14-Aug-2012,1.5675,1.5679,1.5726,1.5669,1.5682,70746,-0.0007,
13-Aug-2012,1.5682,1.5686,1.5716,1.5655,1.5670,66975,-0.0008,
10-Aug-2012,1.5690,1.5691,1.5701,1.5574,1.5637,69022,+0.0053,
09-Aug-2012,1.5637,1.5641,1.5684,1.5603,1.5655,77467,-0.0016,
08-Aug-2012,1.5653,1.5657,1.5676,1.5571,1.5619,76576,+0.0033,
07-Aug-2012,1.5620,1.5622,1.5684,1.5561,1.5601,75005,+0.0019,
06-Aug-2012,1.5601,1.5605,1.5665,1.5544,1.5645,72852,-0.0040,
03-Aug-2012,1.5641,1.5645,1.5656,1.5502,1.5513,75511,+0.0127,
02-Aug-2012,1.5514,1.5515,1.5678,1.5488,1.5535,79614,-0.0021,
01-Aug-2012,1.5535,1.5537,1.5690,1.5531,1.5677,71941,-0.0141,
31-Jul-2012,1.5676,1.5679,1.5729,1.5623,1.5709,72414,-0.0033,
30-Jul-2012,1.5709,1.5712,1.5752,1.5670,1.5738,76615,-0.0037,
27-Jul-2012,1.5746,1.5751,1.5767,1.5662,1.5686,75775,+0.0061,
26-Jul-2012,1.5685,1.5689,1.5723,1.5468,1.5499,80886,+0.0190,
25-Jul-2012,1.5495,1.5500,1.5550,1.5456,1.5505,84055,-0.0010,
24-Jul-2012,1.5505,1.5507,1.5551,1.5484,1.5504,79630,0.0000,
23-Jul-2012,1.5505,1.5509,1.5624,1.5482,1.5605,76499,-0.0114,
20-Jul-2012,1.5619,1.5623,1.5725,1.5609,1.5722,78395,-0.0104,
19-Jul-2012,1.5723,1.5726,1.5735,1.5634,1.5651,79001,+0.0070,
18-Jul-2012,1.5653,1.5655,1.5667,1.5580,1.5651,78757,+0.0001,
17-Jul-2012,1.5652,1.5658,1.5677,1.5551,1.5634,78546,+0.0018,
16-Jul-2012,1.5634,1.5638,1.5654,1.5516,1.5566,63777,+0.0062,
13-Jul-2012,1.5572,1.5579,1.5580,1.5410,1.5428,69960,+0.0150,
12-Jul-2012,1.5422,1.5427,1.5515,1.5390,1.5503,73593,-0.0079,
11-Jul-2012,1.5501,1.5506,1.5578,1.5484,1.5516,72566,-0.0013,
10-Jul-2012,1.5514,1.5518,1.5549,1.5475,1.5522,68033,-0.0012,
09-Jul-2012,1.5526,1.5530,1.5534,1.5468,1.5478,65464,+0.0038,
06-Jul-2012,1.5488,1.5492,1.5550,1.5459,1.5522,68893,-0.0036,
05-Jul-2012,1.5524,1.5528,1.5623,1.5498,1.5593,78783,-0.0068,
04-Jul-2012,1.5592,1.5599,1.5689,1.5573,1.5686,75547,-0.0094,
03-Jul-2012,1.5686,1.5690,1.5713,1.5655,1.5691,74529,-0.0008,
02-Jul-2012,1.5694,1.5698,1.5721,1.5638,1.5697,60831,-0.0011,
29-Jun-2012,1.5705,1.5712,1.5715,1.5507,1.5513,59546,+0.0194,
28-Jun-2012,1.5511,1.5513,1.5623,1.5483,1.5563,72592,-0.0057,
27-Jun-2012,1.5568,1.5572,1.5640,1.5544,1.5632,74831,-0.0069,
26-Jun-2012,1.5637,1.5641,1.5650,1.5560,1.5570,76737,+0.0065,
25-Jun-2012,1.5572,1.5574,1.5594,1.5536,1.5585,67791,-0.0016,
22-Jun-2012,1.5588,1.5592,1.5634,1.5554,1.5595,71656,+0.0001,
21-Jun-2012,1.5587,1.5593,1.5732,1.5576,1.5708,69051,-0.0128,
20-Jun-2012,1.5715,1.5720,1.5777,1.5651,1.5729,90489,-0.0008,
19-Jun-2012,1.5723,1.5728,1.5757,1.5613,1.5668,84877,+0.0055,
18-Jun-2012,1.5668,1.5672,1.5741,1.5634,1.5727,68677,-0.0047,
